,CAISO,PNW
440,3182.728029,0
441,5158.308355,0
442,5422.627378,0
443,5347.691573,0
444,5049.31082,0
445,4918.513778,0
446,3942.985838,0
447,1951.055881,0
448,500.0261929,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,481.028378,0
464,3000.12458,0
465,3983.358686,0
466,4247.571338,0
467,4133.617026,0
468,4370.601657,0
469,4731.625051,0
470,4410.939466,0
471,3179.627832,0
472,874.3220204,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,3.221698546,0
483,3.221698546,0
484,1.610849273,0
485,0,0
486,0,0
487,889.1887986,0
488,3627.632562,0
489,5167.604467,0
490,5966.585707,0
491,6166.331016,0
492,5666.967742,0
493,5309.359203,0
494,4510.377964,0
495,2955.908416,0
496,902.0755928,0
497,1.610849273,0
498,1.610849273,0
499,1.610849273,0
500,1.610849273,0
501,1.610849273,0
502,4.832547819,0
503,6.443397091,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,678.4342566,0
512,2309.247797,0
513,3819.40685,0
514,4431.580034,0
515,4263.454927,0
516,3628.535404,0
517,3759.079605,0
518,3501.947088,0
519,2413.089775,0
520,665.5776307,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,912.2709361,0
536,3439.817293,0
537,4752.637296,0
538,5434.388157,0
539,6018.045369,0
540,5761.366987,0
541,5368.992391,0
542,4984.792265,0
543,3307.390867,0
544,923.7151951,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,1018.882931,0
560,4474.343811,0
561,6639.128592,0
562,7281.052154,0
563,7663.474702,0
564,7195.007081,0
565,7326.123383,0
566,6531.230801,0
567,4665.555085,0
568,1391.744916,0
569,1.365794814,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,1608.128288,0
584,4852.094153,0
585,6541.371069,0
586,7216.290141,0
587,7165.819653,0
588,7355.826196,0
589,6972.844259,0
590,5849.6285,0
591,3735.805716,0
592,1151.914663,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,1358.682498,0
608,4317.296485,0
609,6166.430227,0
610,6594.580907,0
611,6858.364144,0
612,6526.978168,0
613,6660.858102,0
614,6011.341591,0
615,4689.774322,0
616,1735.136966,0
617,14.58098291,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,1139.020794,0
632,4190.95027,0
633,6386.594609,0
634,7291.348716,0
635,7197.64204,0
636,6724.261767,0
637,6801.812119,0
638,6097.396422,0
639,4274.963151,0
640,1373.287482,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,1009.290681,0
656,3497.217068,0
657,4509.490874,0
658,4889.342145,0
659,5402.439674,0
660,5707.712816,0
661,6044.805959,0
662,6060.71596,0
663,4905.252146,0
664,1943.008857,0
665,0,0
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,1035.010372,0
680,3586.336431,0
681,4624.405947,0
682,5013.936944,0
683,5540.109704,0
684,5853.162103,0
685,6198.84537,0
686,6215.160804,0
687,5030.252378,0
688,1992.52243,0
689,0,0
690,0,0
691,0,0
692,0,0
693,0,0
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,0,0
700,0,0
701,0,0
702,0,0
703,798.3807652,0
704,3095.532665,0
705,4351.73741,0
706,5350.918167,0
707,6017.574138,0
708,6358.130923,0
709,5498.70696,0
710,4615.186999,0
711,3052.159867,0
712,915.6479601,0
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,1019.308682,0
728,4476.213463,0
729,6641.902822,0
730,7284.094619,0
731,7666.676966,0
732,7198.013591,0
733,7329.184681,0
734,6533.959945,0
735,4667.504637,0
736,1392.326471,0
737,1.366365526,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,1077.504155,0
752,4109.772487,0
753,5958.284673,0
754,6063.174458,0
755,6079.520918,0
756,6747.001368,0
757,7056.221903,0
758,6477.284778,0
759,4034.851212,0
760,1183.756146,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,1622.979518,0
776,5208.609177,0
777,6627.003219,0
778,7130.146448,0
779,6588.826982,0
780,6723.912129,0
781,7252.506182,0
782,6811.03226,0
783,5239.933269,0
784,2003.763012,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,22.88970736,0
799,1551.524077,0
800,3878.31259,0
801,6005.064964,0
802,6562.379578,0
803,6396.180399,0
804,6129.465548,0
805,6100.604612,0
806,5103.409536,0
807,4078.348728,0
808,1419.161856,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,1201.332268,0
824,4607.783792,0
825,6181.72179,0
826,6620.175947,0
827,7008.842269,0
828,7129.296707,0
829,6792.024279,0
830,6167.267258,0
831,5214.874163,0
832,1922.45284,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,1006.213749,0
848,4418.708097,0
849,6556.57511,0
850,7190.516748,0
851,7568.184106,0
852,7105.541592,0
853,7235.027544,0
854,6450.018962,0
855,4607.541776,0
856,1374.439423,0
857,1.348811995,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,1305.713181,0
872,4383.580964,0
873,6665.754558,0
874,7640.600988,0
875,7668.038718,0
876,7606.70732,0
877,7463.062731,0
878,7151.563789,0
879,5413.302854,0
880,2069.127686,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,1512.216778,0
896,5075.520481,0
897,6993.381208,0
898,7589.916426,0
899,7697.292765,0
900,7516.343749,0
901,7453.707551,0
902,6716.986556,0
903,5472.216401,0
904,1826.391993,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,3.957139252,0
919,1684.422275,0
920,5476.680725,0
921,7803.478605,0
922,8399.687586,0
923,8333.735265,0
924,8298.121012,0
925,8368.030472,0
926,7980.230825,0
927,6542.47023,0
928,2660.516624,0
929,3.957139252,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,76.3753961,0
943,2247.806916,0
944,6052.091733,0
945,7977.278441,0
946,8475.035333,0
947,8444.748538,0
948,8529.024837,0
949,8540.876192,0
950,8176.117835,0
951,6944.893777,0
952,3547.505467,0
953,23.70270914,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,22.40162872,0
967,1846.157755,0
968,5195.860119,0
969,6993.261388,0
970,7181.698618,0
971,8253.023568,0
972,8209.538053,0
973,8304.415539,0
974,8175.276739,0
975,6961.635559,0
976,3764.791367,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,1215.066175,0
992,4660.461036,0
993,6252.392655,0
994,6695.85932,0
995,7088.968965,0
996,7210.800466,0
997,6869.672262,0
998,6237.772874,0
999,5274.491803,0
1000,1944.430763,0
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,6.377802291,0
1015,1127.276555,0
1016,3748.553297,0
1017,5320.681561,0
1018,5430.698651,0
1019,5510.42118,0
1020,5422.726398,0
1021,5070.352822,0
1022,4201.377259,0
1023,3340.37395,0
1024,1455.733373,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,0,0
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,33.82214109,0
1039,1707.212836,0
1040,5422.816621,0
1041,7552.000931,0
1042,8241.328378,0
1043,8223.612018,0
1044,8191.400455,0
1045,8250.991847,0
1046,7888.611764,0
1047,6590.485777,0
1048,3259.810169,0
1049,0,0
1050,0,0
1051,0,0
1052,0,0
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,9.759295755,0
1063,1528.956335,0
1064,4816.212455,0
1065,6641.200761,0
1066,7374.774492,0
1067,7350.376253,0
1068,7352.002802,0
1069,7784.664914,0
1070,7657.794069,0
1071,6249.202382,0
1072,2662.661192,0
1073,0,0
1074,0,0
1075,0,0
1076,0,0
1077,0,0
1078,0,0
1079,0,0
1080,0,0
1081,0,0
1082,0,0
1083,0,0
1084,0,0
1085,0,0
1086,6.391679266,0
1087,1129.72931,0
1088,3756.709488,0
1089,5332.258427,0
1090,5442.514895,0
1091,5522.410885,0
1092,5434.525296,0
1093,5081.385016,0
1094,4210.518716,0
1095,3347.642015,0
1096,1458.900792,0
1097,0,0
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,0,0
1103,0,0
1104,0,0
1105,0,0
1106,0,0
1107,0,0
1108,0,0
1109,0,0
1110,125.1937855,0
1111,2022.283486,0
1112,3271.192459,0
1113,4600.871616,0
1114,5567.084944,0
1115,5677.13432,0
1116,5681.172829,0
1117,5705.403884,0
1118,5515.593952,0
1119,4688.709191,0
1120,2279.738448,0
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,0,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,0
1132,0,0
1133,0,0
1134,0,0
1135,1226.22776,0
1136,3615.137873,0
1137,5438.096712,0
1138,6082.486847,0
1139,6318.796326,0
1140,6727.869878,0
1141,6357.519308,0
1142,5611.853682,0
1143,5323.91356,0
1144,2719.544805,0
1145,0,0
1146,0,0
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,0
1152,0,0
1153,0,0
1154,0,0
1155,0,0
1156,0,0
1157,0,0
1158,47.61358484,0
1159,2222.959242,0
1160,5715.61408,0
1161,7603.294329,0
1162,7946.508919,0
1163,7917.742378,0
1164,8012.969548,0
1165,8076.454328,0
1166,7288.846279,0
1167,5491.433451,0
1168,2442.180122,0
1169,0,0
1170,0,0
1171,0,0
1172,0,0
1173,0,0
1174,0,0
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,9.652552616,0
1183,1512.233243,0
1184,4763.534716,0
1185,6568.562055,0
1186,7294.11226,0
1187,7269.980879,0
1188,7271.589638,0
1189,7699.51947,0
1190,7574.036286,0
1191,6180.851192,0
1192,2633.538105,0
1193,0,0
1194,0,0
1195,0,0
1196,0,0
1197,0,0
1198,0,0
1199,0,0
1200,0,0
1201,0,0
1202,0,0
1203,0,0
1204,0,0
1205,0,0
1206,35.4213907,0
1207,1854.792822,0
1208,5016.956973,0
1209,7329.007748,0
1210,7599.498367,0
1211,7747.624183,0
1212,7559.246787,0
1213,7248.504587,0
1214,7118.089467,0
1215,6316.277986,0
1216,3134.793077,0
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,0
1222,0,0
1223,0,0
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,0,0
1229,0,0
1230,206.24319,0
1231,2340.066964,0
1232,5183.843257,0
1233,6552.187499,0
1234,7014.912605,0
1235,7301.80217,0
1236,7077.049976,0
1237,6668.529811,0
1238,5940.068287,0
1239,4509.586674,0
1240,2502.681787,0
1241,0,0
1242,0,0
1243,0,0
1244,0,0
1245,0,0
1246,0,0
1247,0,0
1248,0,0
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,154.4307494,0
1255,2596.366975,0
1256,5755.762724,0
1257,7774.623042,0
1258,8250.784519,0
1259,8170.351837,0
1260,8075.441272,0
1261,8270.088363,0
1262,8015.921088,0
1263,6716.128947,0
1264,3616.253383,0
1265,11.26057548,0
1266,0,0
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,0
1272,0,0
1273,0,0
1274,0,0
1275,0,0
1276,0,0
1277,0,0
1278,220.6275757,0
1279,2785.423143,0
1280,6185.451676,0
1281,7901.881684,0
1282,8344.450095,0
1283,8351.016392,0
1284,8324.751204,0
1285,7915.014278,0
1286,7966.231394,0
1287,6813.189659,0
1288,3825.524571,0
1289,23.63866882,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,0,0
1302,133.0679102,0
1303,2330.311208,0
1304,5637.53561,0
1305,7187.289931,0
1306,7562.15197,0
1307,8440.075622,0
1308,8454.680636,0
1309,7914.295098,0
1310,7860.743379,0
1311,7125.624314,0
1312,3758.357074,0
1313,4.868338178,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,0,0
1320,0,0
1321,0,0
1322,0,0
1323,0,0
1324,0,0
1325,0,0
1326,155.4412294,0
1327,2613.355669,0
1328,5793.424154,0
1329,7825.494393,0
1330,8304.771517,0
1331,8223.812543,0
1332,8128.280954,0
1333,8324.20167,0
1334,8068.371314,0
1335,6760.074299,0
1336,3639.915455,0
1337,11.33425631,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,22.47302265,0
1351,1852.041455,0
1352,5212.419312,0
1353,7015.548895,0
1354,7204.586673,0
1355,8279.325933,0
1356,8235.70183,0
1357,8330.881691,0
1358,8201.331325,0
1359,6983.822274,0
1360,3776.789748,0
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,326.9323536,0
1375,3530.476708,0
1376,6714.385485,0
1377,8020.151342,0
1378,8350.029032,0
1379,8381.445955,0
1380,8350.029032,0
1381,8278.359177,0
1382,7960.262832,0
1383,7044.263175,0
1384,3973.258964,0
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,185.0266161,0
1399,2184.888764,0
1400,4808.067527,0
1401,6411.631533,0
1402,7628.083115,0
1403,7773.742366,0
1404,8049.313922,0
1405,7882.658743,0
1406,7083.501231,0
1407,5528.490309,0
1408,2480.144003,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,155.8682092,0
1423,2620.534266,0
1424,5809.338045,0
1425,7846.990155,0
1426,8327.583799,0
1427,8246.40244,0
1428,8150.608437,0
1429,8347.067326,0
1430,8090.534231,0
1431,6778.643471,0
1432,3649.913898,0
1433,11.36539025,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,220.604879,0
1447,2785.136597,0
1448,6184.815358,0
1449,7901.068791,0
1450,8343.591674,0
1451,8350.157295,0
1452,8323.894809,0
1453,7914.200034,0
1454,7965.411881,0
1455,6812.488763,0
1456,3825.131027,0
1457,23.63623704,0
1458,0,0
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,340.4913298,0
1471,3041.899196,0
1472,5891.692388,0
1473,7465.636745,0
1474,7592.824168,0
1475,6866.795963,0
1476,6813.801203,0
1477,5855.920925,0
1478,4684.73674,0
1479,3460.557796,0
1480,1569.96975,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,226.1573529,0
1495,1919.64515,0
1496,4138.141088,0
1497,5792.589818,0
1498,6845.298449,0
1499,6843.952274,0
1500,6541.062962,0
1501,5827.590361,0
1502,4583.72492,0
1503,3089.470981,0
1504,1340.790021,0
1505,0,0
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,0,0
1512,0,0
1513,0,0
1514,0,0
1515,0,0
1516,0,0
1517,0,0
1518,163.9345938,0
1519,2383.480418,0
1520,5245.907003,0
1521,6194.156124,0
1522,7150.441254,0
1523,8013.508675,0
1524,7436.523193,0
1525,7388.307136,0
1526,6751.855183,0
1527,4795.89047,0
1528,2341.693169,0
1529,0,0
1530,0,0
1531,0,0
1532,0,0
1533,0,0
1534,0,0
1535,0,0
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,440.588937,0
1543,3138.045384,0
1544,5377.815413,0
1545,6969.19635,0
1546,8557.946904,0
1547,8692.096372,0
1548,8563.207668,0
1549,8660.531791,0
1550,8083.163005,0
1551,6687.745506,0
1552,4204.665169,0
1553,76.28106969,0
1554,27.61900799,0
1555,30.2493897,0
1556,11.83671771,0
1557,0,0
1558,0,0
1559,0,0
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,0,0
1566,328.7256962,0
1567,3549.842653,0
1568,6751.216325,0
1569,8064.144782,0
1570,8395.831971,0
1571,8427.421227,0
1572,8395.831971,0
1573,8323.76898,0
1574,8003.927762,0
1575,7082.903514,0
1576,3995.053731,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,0,0
1588,0,0
1589,0,0
1590,169.9934397,0
1591,2281.074761,0
1592,5433.201179,0
1593,6439.984031,0
1594,7072.51776,0
1595,8452.231957,0
1596,8045.038369,0
1597,8068.758384,0
1598,7792.024877,0
1599,6526.957419,0
1600,3673.966744,0
1601,35.58002227,0
1602,0,0
1603,0,0
1604,0,0
1605,0,0
1606,0,0
1607,0,0
1608,0,0
1609,0,0
1610,0,0
1611,0,0
1612,0,0
1613,0,0
1614,568.7307989,0
1615,3631.964337,0
1616,6576.50623,0
1617,7599.232571,0
1618,8227.309192,0
1619,8317.317023,0
1620,8142.246846,0
1621,8101.693868,0
1622,7826.72489,0
1623,6990.93789,0
1624,4252.128182,0
1625,4.945485208,0
1626,0,0
1627,0,0
1628,0,0
1629,0,0
1630,0,0
1631,0,0
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,405.7247307,0
1640,3394.350602,0
1641,7116.156203,0
1642,8732.66576,0
1643,8978.656345,0
1644,8964.280271,0
1645,8983.448369,0
1646,9052.134052,0
1647,8659.188053,0
1648,7354.16008,0
1649,4571.591257,0
1650,71.88036568,0
1651,0,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,0,0
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,327.7967337,0
1663,3539.810974,0
1664,6732.137723,0
1665,8041.355909,0
1666,8372.105766,0
1667,8403.605753,0
1668,8372.105766,0
1669,8300.246422,0
1670,7981.30906,0
1671,7062.88758,0
1672,3983.763908,0
1673,0,0
1674,0,0
1675,0,0
1676,0,0
1677,0,0
1678,0,0
1679,0,0
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,0,0
1685,0,0
1686,0,0
1687,401.9409102,0
1688,3019.380118,0
1689,6088.600908,0
1690,8140.107314,0
1691,8582.242315,0
1692,8993.829807,0
